#time,ID,x,y,pupile,UserName
8576084569,1,531.783555555556,447.780833333333,0,User1
8576117812,1,532.244842105263,447.674684210526,0,User1
8576150979,1,533.0609,447.57915,0,User1
8576184509,1,551.424,373.166,0,User1
8576217711,1,655.093,344.632,0,User1
8576251180,1,655.093,339.178,0,User1
8576284369,1,655.093,339.178,0,User1
8576317494,1,655.093,339.178,0,User1
8576351033,1,442.631,319.99,0,User1
8576384266,1,442.631,319.99,0,User1
8576417685,1,442.631,319.99,0,User1
8576451009,1,440.214333333333,317.680666666667,0,User1
8576484493,1,438.96325,316.526,0,User1
8576517749,1,433.5454,315.8332,0,User1
8576551339,1,429.9335,315.2275,0,User1
8576584892,1,427.353571428571,314.598428571429,0,User1
8576618277,1,424.821375,313.8785,0,User1
8576651567,1,422.851888888889,313.232444444444,0,User1
8576684844,1,421.2763,312.6477,0,User1
8576718309,1,419.987181818182,312.169272727273,0,User1
8576751504,1,419.526333333333,311.770583333333,0,User1
8576785106,1,419.936384615385,311.468692307692,0,User1
8576818528,1,420.287857142857,311.209928571429,0,User1
8576851651,1,420.592466666667,310.985666666667,0,User1
8576884907,1,420.167625,310.7894375,0,User1
8576918335,1,419.792764705882,310.616294117647,0,User1
8576951697,1,419.459555555555,310.432722222222,0,User1
8576986346,1,419.332052631579,310.214842105263,0,User1
8577018994,1,605.238,153.896,0,User1
8577051653,1,613.69,152.586,0,User1
8577085303,1,613.69,152.586,0,User1
8577118328,1,613.69,152.586,0,User1
8577151709,1,616.66475,153.043,0,User1
8577185489,1,933.4,192.506,0,User1
8577218452,1,952.15,192.506,0,User1
8577252027,1,952.15,192.506,0,User1
8577285329,1,952.15,193.288666666667,0,User1
8577318784,1,952.15,193.68,0,User1
8577352056,1,950.6822,193.9148,0,User1
8577385310,1,949.703666666667,196.939166666667,0,User1
8577418852,1,949.004714285714,199.161428571429,0,User1
8577452155,1,949.02225,202.361875,0,User1
8577485570,1,995.364,224.765,0,User1
8577518974,1,995.484,224.765,0,User1
8577552142,1,1009.884,233.2685,0,User1
8577585630,1,1014.684,236.103,0,User1
8577618861,1,1017.084,237.52025,0,User1
8577652197,1,922.802,350.011,0,User1
8577685784,1,901.956,368.273,0,User1
8577714630,1,901.956,368.273,0,User1
8577747974,1,901.956,368.273,0,User1
8577781436,1,901.956,368.273,0,User1
8577814739,1,1000.059,458.446,0,User1
8577848128,1,1000.059,462.365,0,User1
8577881568,1,1000.059,462.365,0,User1
8577914856,1,1000.059,462.365,0,User1
8577948239,1,1000.059,461.37475,0,User1
8577981600,1,1001.8788,460.4342,0,User1
8578014972,1,1004.841,459.807166666667,0,User1
8578048359,1,1010.23071428571,459.359285714286,0,User1
8578081661,1,1100.701,452.036,0,User1
8578115021,1,1107.06,452.003,0,User1
8578148447,1,1107.06,452.003,0,User1
8578181767,1,1107.06,452.003,0,User1
8578215090,1,1131.772,41.056,0,User1
8578248482,1,1131.772,41.056,0,User1
8578281860,1,1131.772,41.056,0,User1
8578315213,1,1131.772,43.2736666666667,0,User1
8578348595,1,1091.651,373.108,0,User1
8578381965,1,1073.971,443.925,0,User1
8578415438,1,1073.971,443.925,0,User1
8578448816,1,1073.971,443.925,0,User1
8578481966,1,1073.971,442.99,0,User1
8578515373,1,1072.21125,442.5225,0,User1
8578548811,1,1067.2952,442.242,0,User1
8578582121,1,1064.01783333333,442.545833333333,0,User1
8578615557,1,1061.67685714286,442.762857142857,0,User1
8578648839,1,1059.4825,442.925625,0,User1
8578682264,1,1056.93211111111,443.200333333333,0,User1
8578715594,1,1054.8918,443.4201,0,User1
8578748969,1,1053.22245454545,443.599909090909,0,User1
8578782341,1,1051.31933333333,444.01375,0,User1
8578816142,1,1049.29738461538,444.489153846154,0,User1
8578849104,1,1047.49607142857,444.951785714286,0,User1
8578882560,1,1045.7608,445.472666666667,0,User1
8578915721,1,1044.223875,445.9391875,0,User1
8578949192,1,1042.75605882353,446.350823529412,0,User1
8578982482,1,1041.45133333333,446.716722222222,0,User1
8579015940,1,1040.28394736842,446.998210526316,0,User1
8579049227,1,1039.14265,447.25155,0,User1
8579082659,1,1038.10128571429,447.480761904762,0,User1
8579115978,1,1037.15459090909,447.689136363636,0,User1
8579149359,1,1036.2902173913,447.735434782609,0,User1
8579182731,1,521.323,20.58,0,User1
8579216096,1,521.323,20.58,0,User1
8579250091,1,521.323,20.58,0,User1
8579283033,1,549.922,284.119,0,User1
8579316551,1,619.653,303.061,0,User1
8579349557,1,619.653,317.357,0,User1
8579382878,1,619.653,317.357,0,User1
8579416198,1,619.653,317.357,0,User1
8579449657,1,594.958,497.061,0,User1
8579483088,1,594.958,497.061,0,User1
8579516385,1,594.958,497.061,0,User1
8579549775,1,594.958,497.809666666667,0,User1
8579583147,1,594.958,498.184,0,User1
8579616573,1,594.958,498.4086,0,User1
8579649874,1,589.138166666667,498.558333333333,0,User1
8579683259,1,560.039,-5.975,0,User1
8579716749,1,560.039,-5.975,0,User1
8579750090,1,720.249,-5.975,0,User1
8579783447,1,886.617,227.875,0,User1
8579816726,1,892.232,227.875,0,User1
8579849986,1,892.232,227.875,0,User1
8579883470,1,892.232,227.875,0,User1
8579916686,1,897.2175,229.22025,0,User1
8579950111,1,1059.66,463.911,0,User1
8579983482,1,1067.612,463.911,0,User1
8580016878,1,1070,463.911,0,User1
8580050311,1,1070.796,463.911,0,User1
8580083691,1,1071.194,463.911,0,User1
8580117088,1,1066.0712,463.7156,0,User1
8580150455,1,1061.96816666667,463.585333333333,0,User1
8580183751,1,1057.75285714286,463.492285714286,0,User1
8580221259,1,1054.591375,463.4225,0,User1
8580254533,1,1052.13244444444,463.368222222222,0,User1
8580288235,1,1050.8784,465.817,0,User1
8580321363,1,1049.85236363636,468.879272727273,0,User1
8580355102,1,1039.592,512.073,0,User1
8580388035,1,1032.612,512.073,0,User1
8580421849,1,1032.612,512.073,0,User1
8580455205,1,1032.612,513.760333333333,0,User1
8580488142,1,1032.77825,514.604,0,User1
8580521931,1,1033.0924,515.1102,0,User1
8580555419,1,1033.33783333333,515.447666666667,0,User1
8580588313,1,1035.12528571429,515.688714285714,0,User1
8580621827,1,1036.465875,516.31925,0,User1
8580654957,1,1037.50855555556,516.809666666667,0,User1
8580688462,1,1038.3427,517.202,0,User1
8580721686,1,1039.02518181818,517.523,0,User1
8580755141,1,1039.9025,517.751833333333,0,User1
8580788723,1,1040.64484615385,517.945461538462,0,User1
8580821965,1,1041.28114285714,518.111428571429,0,User1
8580855407,1,1042.5302,517.510266666667,0,User1
8580889685,1,1043.623125,516.151125,0,User1
8580922250,1,1044.58747058824,514.602352941177,0,User1
8580955602,1,1045.44466666667,513.225666666667,0,User1
8580988923,1,1046.01552631579,511.993894736842,0,User1
8581022187,1,1046.296,510.4552,0,User1
8581055712,1,1046.54976190476,509.063047619048,0,User1
8581089012,1,1046.78045454545,507.797454545455,0,User1
8581122543,1,1046.94373913043,506.432391304348,0,User1
8581156056,1,1047.09341666667,505.181083333333,0,User1
8581189428,1,1047.23112,504.02988,0,User1
8581222518,1,1047.08292307692,502.967230769231,0,User1
8581255673,1,1046.9457037037,501.983296296296,0,User1
8581289142,1,1046.81828571429,501.069642857143,0,User1
8581322422,1,861.505,351.337,0,User1
8581356009,1,861.505,351.337,0,User1
8581389348,1,861.505,351.337,0,User1
8581422721,1,860.932,351.851333333333,0,User1
8581455793,1,860.6455,352.1085,0,User1
8581489459,1,860.4736,352.2628,0,User1
8581522526,1,860.359,352.365666666667,0,User1
8581555885,1,579.21,69.929,0,User1
8581589269,1,579.21,69.929,0,User1
8581622736,1,579.21,69.929,0,User1
8581656038,1,572.147,303.732,0,User1
8581689566,1,572.147,303.732,0,User1
8581722672,1,572.147,303.732,0,User1
8581756355,1,572.147,303.732,0,User1
8581789691,1,571.24825,303.732,0,User1
8581823072,1,570.709,303.732,0,User1
8581856111,1,570.3495,302.012,0,User1
8581889824,1,570.092714285714,300.783428571429,0,User1
8581922864,1,569.900125,299.862,0,User1
8581956256,1,569.750333333333,299.145333333333,0,User1
8581989601,1,569.6305,298.572,0,User1
8582022924,1,596.049,237.117,0,User1
8582056477,1,627.177,237.117,0,User1
8582089924,1,630.5715,237.117,0,User1
8582122963,1,633.925,235.578333333333,0,User1
8582157001,1,635.60175,234.809,0,User1
8582190056,1,636.6078,234.3474,0,User1
8582223206,1,637.2785,233.842166666667,0,User1
8582256817,1,637.172142857143,233.023142857143,0,User1
8582289883,1,637.092375,232.27425,0,User1
8582323877,1,637.030333333333,231.613888888889,0,User1
8582356847,1,636.9807,231.0856,0,User1
8582389940,1,636.940090909091,230.653363636364,0,User1
8582423292,1,636.90625,230.145833333333,0,User1
8582456634,1,636.877615384615,229.716384615385,0,User1
8582490317,1,636.622571428571,229.348285714286,0,User1
8582523568,1,636.160466666667,228.763266666667,0,User1
8582557287,1,635.756125,228.251375,0,User1
8582590448,1,635.399352941177,227.799705882353,0,User1
8582623776,1,635.082222222222,227.243833333333,0,User1
8582656864,1,634.798473684211,226.746473684211,0,User1
8582690205,1,634.5431,226.29885,0,User1
8582723653,1,634.312047619048,225.520285714286,0,User1
8582757157,1,634.102,224.8125,0,User1
8582790446,1,633.999130434783,224.166260869565,0,User1
8582823746,1,633.904833333334,223.573875,0,User1
8582857110,1,633.81808,222.92556,0,User1
8582890339,1,633.851,222.272961538461,0,User1
8582923704,1,633.881481481482,221.629851851852,0,User1
8582957360,1,633.909785714286,221.032678571428,0,User1
8582990456,1,633.936137931035,220.476689655172,0,User1
