#time;ID;x;y;pupile;UserName
9155863197;1;407.021;790.382;0;User1
9155896187;1;407.021;288.183;0;User1
9155929491;1;407.021;288.29;0;User1
9155962968;1;421.436;288.29;0;User1
9155996260;1;426.912666666667;288.29;0;User1
9156029561;1;429.67525;288.953;0;User1
9156062797;1;431.7974;289.5588;0;User1
9156096153;1;433.212166666667;289.962666666667;0;User1
9156129712;1;434.222714285714;290.251142857143;0;User1
9156163113;1;705.385;327.394;0;User1
9156196248;1;795.445;373.536;0;User1
9156229889;1;795.445;373.536;0;User1
9156263087;1;795.445;373.536;0;User1
9156296416;1;794.278666666667;372.614666666667;0;User1
9156329847;1;793.6955;372.154;0;User1
9156363206;1;793.3456;371.8776;0;User1
9156396658;1;812.502;611.525;0;User1
9156429951;1;826.233;616.511;0;User1
9156463741;1;826.233;617.732;0;User1
9156497655;1;826.233;618.983333333333;0;User1
9156530497;1;826.233;619.609;0;User1
9156563574;1;826.233;619.9844;0;User1
9156597264;1;830.550166666667;620.14;0;User1
9156630238;1;833.633857142857;620.209571428571;0;User1
9156659426;1;835.946625;620.26175;0;User1
9156692731;1;837.927777777778;620.302333333333;0;User1
9156725827;1;839.8228;620.3538;0;User1
9156759073;1;842.134909090909;620.475363636364;0;User1
9156792460;1;844.061666666667;620.68225;0;User1
9156825836;1;845.692;620.965153846154;0;User1
9156859317;1;847.206928571429;621.207642857143;0;User1
9156893469;1;848.718266666667;621.4178;0;User1
9156925964;1;850.0406875;621.7175;0;User1
9156959462;1;851.207529411765;621.981941176471;0;User1
9156992748;1;852.244722222222;622.217;0;User1
9157026224;1;853.172736842105;622.463684210526;0;User1
9157059630;1;854.00795;622.6857;0;User1
9157092911;1;854.763619047619;622.886571428571;0;User1
9157126142;1;855.529181818182;623.057363636364;0;User1
9157159578;1;856.228173913043;623.18247826087;0;User1
9157192954;1;856.868916666667;623.11775;0;User1
9157226220;1;857.4584;623.0582;0;User1
9157259628;1;858.002538461538;623.003230769231;0;User1
9157293005;1;858.50637037037;622.952333333334;0;User1
9157326519;1;858.974214285714;622.905071428572;0;User1
9157360687;1;859.435689655172;622.861068965517;0;User1
9157393201;1;859.8734;622.82;0;User1
9157426588;1;860.282870967742;622.776774193549;0;User1
9157459971;1;860.66675;622.73625;0;User1
9157493323;1;861.006333333333;622.698181818182;0;User1
9157526646;1;861.216;622.662352941177;0;User1
9157559987;1;861.343828571428;622.628571428571;0;User1
9157593329;1;861.464555555555;622.596666666667;0;User1
9157626677;1;861.578756756756;622.566486486487;0;User1
9157660021;1;861.686947368421;622.480605263158;0;User1
9157693395;1;861.789589743589;622.39817948718;0;User1
9157726816;1;861.8024;622.288475;0;User1
